timestamp,open,high,low,close,volume
2017-01-31,121.1500,121.3900,120.6200,121.3500,49200993
2017-01-30,120.9300,121.6300,120.6600,121.6300,30377503
2017-01-27,122.1400,122.3500,121.6000,121.9500,20562944
2017-01-26,121.6700,122.4400,121.6000,121.9400,26337576
2017-01-25,120.4200,122.1000,120.2800,121.8800,32586673
2017-01-24,119.5500,120.1000,119.5000,119.9700,23211038
2017-01-23,120.0000,120.8100,119.7700,120.0800,22050218
2017-01-20,120.4500,120.4500,119.7346,120.0000,32597892
2017-01-19,119.4000,120.0900,119.3700,119.7800,25597291
2017-01-18,120.0000,120.5000,119.7100,119.9900,23712961
2017-01-17,118.3400,120.2400,118.2200,120.0000,34439843
2017-01-13,119.1100,119.6200,118.8100,119.0400,26111948
2017-01-12,118.8950,119.3000,118.2100,119.2500,27086220
2017-01-11,118.7400,119.9300,118.6000,119.7500,27588593
2017-01-10,118.7700,119.3800,118.3000,119.1100,24462051
2017-01-09,117.9500,119.4300,117.9400,118.9900,33561948
2017-01-06,116.7800,118.1600,116.4700,117.9100,31751900
2017-01-05,115.9200,116.8642,115.8100,116.6100,22193587
2017-01-04,115.8500,116.5100,115.7500,116.0200,21118116
2017-01-03,115.8000,116.3300,114.7600,116.1500,28781865
2016-12-30,116.6500,117.2000,115.4300,115.8200,30586265
2016-12-29,116.4500,117.1095,116.4000,116.7300,15039519
2016-12-28,117.5200,118.0166,116.2000,116.7600,20905892
2016-12-27,116.5200,117.8000,116.4900,117.2600,18296855
2016-12-23,115.5900,116.5200,115.5900,116.5200,14249484
2016-12-22,116.3500,116.5100,115.6400,116.2900,26085854
2016-12-21,116.8000,117.4000,116.7800,117.0600,23783165
2016-12-20,116.7400,117.5000,116.6800,116.9500,21424965
2016-12-19,115.8000,117.3800,115.7500,116.6400,27779423
2016-12-16,116.4700,116.5000,115.6450,115.9700,44351134
2016-12-15,115.3800,116.7300,115.2300,115.8200,46524544
2016-12-14,115.0400,116.2000,114.9800,115.1900,34031834
2016-12-13,113.8400,115.9200,113.7500,115.1900,43733811
2016-12-12,113.2900,115.0000,112.4900,113.3000,26374377
2016-12-09,112.3100,114.7000,112.3100,113.9500,34402627
2016-12-08,110.8600,112.4300,110.6000,112.1200,27068316
2016-12-07,109.2600,111.1900,109.1600,111.0300,29998719
2016-12-06,109.5000,110.3600,109.1900,109.9500,26195462
2016-12-05,110.0000,110.0300,108.2500,109.1100,34324540
2016-12-02,109.1700,110.0900,108.8500,109.9000,26527997
2016-12-01,110.3650,110.9400,109.0300,109.4900,37086862
2016-11-30,111.5600,112.2000,110.2700,110.5200,36162258
2016-11-29,110.7800,112.0300,110.0700,111.4600,28528750
2016-11-28,111.4300,112.4650,111.3900,111.5700,27193983
2016-11-25,111.1300,111.8700,110.9500,111.7900,11475922
2016-11-23,111.3600,111.5100,110.3300,111.2300,27426394
2016-11-22,111.9500,112.4200,111.4000,111.8000,25965534
2016-11-21,110.1200,111.9900,110.0100,111.7300,29264571
2016-11-18,109.7200,110.5400,109.6600,110.0600,28428917
2016-11-17,109.8100,110.3500,108.8300,109.9500,27632003
2016-11-16,106.7000,110.2300,106.6000,109.9900,58840522
2016-11-15,106.5700,107.6800,106.1593,107.1100,32264510
2016-11-14,107.3200,107.8090,104.0800,105.7100,51175504
2016-11-11,106.9200,108.8700,106.5500,108.4300,34143898
2016-11-10,111.0900,111.0900,105.8300,107.7900,57134541
2016-11-09,109.8800,111.3200,108.0500,110.8800,59176361
2016-11-08,110.3100,111.7200,109.7000,111.0600,24254179
2016-11-07,110.0800,110.5100,109.4600,110.4100,32560000
2016-11-04,108.5300,110.2500,108.1100,108.8400,30836997
2016-11-03,110.9800,111.4600,109.5500,109.8300,26932602
2016-11-02,111.4000,112.3500,111.2300,111.5900,28331709
2016-11-01,113.4600,113.7700,110.5300,111.4900,43825812
2016-10-31,113.6500,114.2300,113.2000,113.5400,26419398
2016-10-28,113.8700,115.2100,113.4500,113.7200,37861662
2016-10-27,115.3900,115.8600,114.1000,114.4800,34562045
2016-10-26,114.3100,115.7000,113.3100,115.5900,66134219
2016-10-25,117.9500,118.3600,117.3100,118.2500,48128970
2016-10-24,117.1000,117.7400,117.0000,117.6500,23538673
2016-10-21,116.8100,116.9100,116.2800,116.6000,23192665
2016-10-20,116.8600,117.3800,116.3300,117.0600,24125801
2016-10-19,117.2500,117.7600,113.8000,117.1200,20034594
2016-10-18,118.1800,118.2100,117.4500,117.4700,24553478
2016-10-17,117.3300,117.8400,116.7800,117.5500,23624896
2016-10-14,117.8800,118.1700,117.1300,117.6300,35652191
2016-10-13,116.7900,117.4400,115.7200,116.9800,35192406
2016-10-12,117.3500,117.9800,116.7500,117.3400,37586787
2016-10-11,117.7000,118.6900,116.2000,116.3000,64041043
2016-10-10,115.0200,116.7500,114.7200,116.0500,36235956
2016-10-07,114.3100,114.5600,113.5100,114.0600,24358443
2016-10-06,113.7000,114.3400,113.1300,113.8900,28779313
2016-10-05,113.4000,113.6600,112.6900,113.0500,21453089
2016-10-04,113.0600,114.3100,112.6300,113.0000,29736835
2016-10-03,112.7100,113.0500,112.2800,112.5200,21701760
2016-09-30,112.4600,113.3700,111.8000,113.0500,36379106
2016-09-29,113.1600,113.8000,111.8000,112.1800,35886990
2016-09-28,113.6900,114.6400,113.4300,113.9500,29641085
2016-09-27,113.0000,113.1800,112.3400,113.0900,24607412
2016-09-26,111.6400,113.3900,111.5500,112.8800,29869442
2016-09-23,114.4200,114.7900,111.5500,112.7100,52481151
2016-09-22,114.3500,114.9400,114.0000,114.6200,31073984
2016-09-21,113.8500,113.9890,112.4410,113.5500,36003185
2016-09-20,113.0500,114.1200,112.5100,113.5700,34514269
2016-09-19,115.1900,116.1800,113.2500,113.5800,47023046
2016-09-16,115.1200,116.1300,114.0400,114.9200,79886911
2016-09-15,113.8600,115.7300,113.4900,115.5700,90613177
2016-09-14,108.7300,113.0300,108.6000,111.7700,112340318
2016-09-13,107.5100,108.7900,107.2400,107.9500,62176190
2016-09-12,102.6500,105.7200,102.5300,105.4400,45292770
2016-09-09,104.6400,105.7200,103.1300,103.1300,46556984
2016-09-08,107.2500,107.2700,105.2400,105.5200,53002026
2016-09-07,107.8300,108.7600,107.0700,108.3600,42364328
2016-09-06,107.9000,108.3000,107.5100,107.7000,26880391
2016-09-02,107.7000,108.0000,106.8200,107.7300,26802450
2016-09-01,106.1400,106.8000,105.6200,106.7300,26701523
2016-08-31,105.6600,106.5699,105.6400,106.1000,29662406
2016-08-30,105.8000,106.5000,105.5000,106.0000,24863945
2016-08-29,106.6200,107.4400,106.2900,106.8200,24970300
2016-08-26,107.4100,107.9500,106.3100,106.9400,27766291
2016-08-25,107.3900,107.8800,106.6800,107.5700,25086248
2016-08-24,108.5650,108.7500,107.6800,108.0300,23675081
2016-08-23,108.5900,109.3200,108.5300,108.8500,21257669
2016-08-22,108.8600,109.1000,107.8500,108.5100,25820230
2016-08-19,108.7700,109.6900,108.3600,109.3600,25368072
2016-08-18,109.2300,109.6000,109.0200,109.0800,21984703
2016-08-17,109.1000,109.3700,108.3400,109.2200,25355976
2016-08-16,109.6300,110.2300,109.2100,109.3800,33794448
2016-08-15,108.1400,109.5400,108.0800,109.4800,25868209
2016-08-12,107.7800,108.4400,107.7800,108.1800,18660434
2016-08-11,108.5200,108.9300,107.8500,107.9300,27484506
2016-08-10,108.7100,108.9000,107.7600,108.0000,24008505
2016-08-09,108.2300,108.9400,108.0100,108.8100,26315204
2016-08-08,107.5200,108.3700,107.1600,108.3700,28037220
2016-08-05,106.2700,107.6500,106.1800,107.4800,40553402
2016-08-04,105.5800,106.0000,105.2800,105.8700,27408650
2016-08-03,104.8100,105.8400,104.7700,105.7900,30202641
2016-08-02,106.0500,106.0700,104.0000,104.4800,33816556
2016-08-01,104.4100,106.1500,104.4100,106.0500,38167871
2016-07-29,104.1900,104.5500,103.6800,104.2100,27733688
2016-07-28,102.8300,104.4500,102.8200,104.3400,39869839
2016-07-27,104.2650,104.3500,102.7500,102.9500,92344820
2016-07-26,96.8200,97.9700,96.4200,96.6700,56239822
2016-07-25,98.2500,98.8400,96.9200,97.3400,40382921
2016-07-22,99.2600,99.3000,98.3100,98.6600,28313669
2016-07-21,99.8300,101.0000,99.1300,99.4300,32702028
2016-07-20,100.0000,100.4600,99.7350,99.9600,26275968
2016-07-19,99.5600,100.0000,99.3400,99.8700,23779924
2016-07-18,98.7000,100.1300,98.6000,99.8300,36493867
2016-07-15,98.9200,99.3000,98.5000,98.7800,30136990
2016-07-14,97.3900,98.9900,97.3200,98.7900,38918997
2016-07-13,97.4100,97.6700,96.8400,96.8700,25892171
2016-07-12,97.1700,97.7000,97.1200,97.4200,24167463
2016-07-11,96.7500,97.6500,96.7300,96.9800,23794945
2016-07-08,96.4900,96.8900,96.0500,96.6800,28912103
2016-07-07,95.7000,96.5000,95.6200,95.9400,25139558
2016-07-06,94.6000,95.6600,94.3700,95.5300,30949090
2016-07-05,95.3900,95.4000,94.4600,94.9900,27705210
2016-07-01,95.4900,96.4650,95.3300,95.8900,26026540
2016-06-30,94.4400,95.7700,94.3000,95.6000,35836356
2016-06-29,93.9700,94.5500,93.6300,94.4000,36531006
2016-06-28,92.9000,93.6600,92.1400,93.5900,40444914
2016-06-27,93.0000,93.0500,91.5000,92.0400,46622188
2016-06-24,92.9100,94.6550,92.6500,93.4000,75311356
2016-06-23,95.9400,96.2900,95.2500,96.1000,32240187
2016-06-22,96.2500,96.8900,95.3500,95.5500,29219122
2016-06-21,94.9400,96.3500,94.6760,95.9100,35546358
2016-06-20,96.0000,96.5700,95.0300,95.1000,34411901
2016-06-17,96.6200,96.6500,95.3000,95.3300,61008219
2016-06-16,96.4500,97.7500,96.0700,97.5500,31326815
2016-06-15,97.8200,98.4100,97.0300,97.1400,29445227
2016-06-14,97.3200,98.4750,96.7500,97.4600,31931944
2016-06-13,98.6900,99.1200,97.1000,97.3400,38020494
2016-06-10,98.5300,99.3457,98.4800,98.8300,31712936
2016-06-09,98.5000,99.9900,98.4600,99.6500,26601354
2016-06-08,99.0200,99.5600,98.6800,98.9400,20848131
2016-06-07,99.2500,99.8700,98.9600,99.0300,22409450
2016-06-06,97.9900,101.8900,97.5500,98.6300,23292504
2016-06-03,97.7900,98.2700,97.4500,97.9200,28504888
2016-06-02,97.6000,97.8400,96.6300,97.7200,40191600
2016-06-01,99.0200,99.5400,98.3300,98.4600,29173285
2016-05-31,99.6000,100.4000,98.8200,99.8600,42307212
2016-05-27,99.4400,100.4700,99.2450,100.3500,36341240
2016-05-26,99.6800,100.7300,98.6400,100.4100,56331159
2016-05-25,98.6700,99.7400,98.1100,99.6200,38642108
2016-05-24,97.2200,98.0900,96.8400,97.9000,35140174
2016-05-23,95.8700,97.1900,95.6700,96.4300,38018643
2016-05-20,94.6400,95.4300,94.5200,95.2200,32025968
2016-05-19,94.6400,94.6400,93.5700,94.2000,30442100
2016-05-18,94.1600,95.2100,93.8900,94.5600,42062391
2016-05-17,94.5500,94.7000,93.0100,93.4900,46916939
2016-05-16,92.3900,94.3900,91.6500,93.8800,61259756
2016-05-13,90.0000,91.6700,90.0000,90.5200,44392765
2016-05-12,92.7200,92.7800,89.4700,90.3400,76314690
2016-05-11,93.4800,93.5700,92.4600,92.5100,28719109
2016-05-10,93.3300,93.5700,92.1100,93.4200,33686836
2016-05-09,93.0000,93.7700,92.5900,92.7900,32936436
2016-05-06,93.3700,93.4500,91.8500,92.7200,43699886
2016-05-05,94.0000,94.0700,92.6800,93.2400,35890500
2016-05-04,95.2000,95.9000,93.8200,94.1900,41025475
2016-05-03,94.2000,95.7400,93.6800,95.1800,56831277
2016-05-02,93.9650,94.0800,92.4000,93.6400,48160104
2016-04-29,93.9900,94.7200,92.5100,93.7400,68531478
2016-04-28,97.6100,97.8800,94.2500,94.8300,82242690
2016-04-27,96.0000,98.7100,95.6800,97.8200,114602142
2016-04-26,103.9100,105.3000,103.9100,104.3500,56016165
2016-04-25,105.0000,105.6500,104.5100,105.0800,28031588
2016-04-22,105.0100,106.4800,104.6200,105.6800,33683121
2016-04-21,106.9300,106.9300,105.5200,105.9700,31552525
2016-04-20,106.6400,108.0900,106.0600,107.1300,30611030
2016-04-19,107.8800,108.0000,106.2300,106.9100,32384879
2016-04-18,108.8900,108.9500,106.9400,107.4800,60821461
2016-04-15,112.1100,112.3000,109.7300,109.8500,46938969
2016-04-14,111.6200,112.3900,111.3300,112.1000,25473923
2016-04-13,110.8000,112.3400,110.8000,112.0400,33257316
2016-04-12,109.3400,110.5000,108.6600,110.4400,27232325
2016-04-11,108.9700,110.6100,108.8300,109.0200,29407518
2016-04-08,108.9100,109.7700,108.1700,108.6600,23581740
2016-04-07,109.9500,110.4200,108.1210,108.5400,31801870
2016-04-06,110.2300,110.9800,109.2000,110.9600,26404077
2016-04-05,109.5100,110.7300,109.4200,109.8100,26578652
2016-04-04,110.4200,112.1900,110.2700,111.1200,37356204
2016-04-01,108.7800,110.0000,108.2000,109.9900,25873950
2016-03-31,109.7200,109.9000,108.8800,108.9900,25888449
2016-03-30,108.6500,110.4200,108.6000,109.5600,45601149
2016-03-29,104.8900,107.7900,104.8800,107.6800,31190083
2016-03-28,106.0000,106.1900,105.0600,105.1900,19411372
2016-03-24,105.4700,106.2500,104.8900,105.6700,26132955
2016-03-23,106.4800,107.0700,105.9000,106.1300,25703495
2016-03-22,105.2500,107.2900,105.2100,106.7200,32444375
2016-03-21,105.9300,107.6500,105.1401,105.9100,35502678
2016-03-18,106.3400,106.5000,105.1900,105.9200,44205171
2016-03-17,105.5200,106.4700,104.9600,105.8000,34420705
2016-03-16,104.6100,106.3100,104.5900,105.9700,38303493
2016-03-15,103.9600,105.1800,103.8500,104.5800,40067734
2016-03-14,101.9100,102.9100,101.7800,102.5200,25076062
2016-03-11,102.2400,102.2800,101.5000,102.2600,27408237
2016-03-10,101.4100,102.2400,100.1500,101.1700,33513577
2016-03-09,101.3100,101.5800,100.2700,101.1200,27201683
2016-03-08,100.7800,101.7600,100.4000,101.0300,31182194
2016-03-07,102.3900,102.8300,100.9600,101.8700,35915810
2016-03-04,102.3700,103.7500,101.3700,103.0100,46055100
2016-03-03,100.5800,101.7099,100.4500,101.5000,36955742
2016-03-02,100.5100,100.8900,99.6400,100.7500,33169560
2016-03-01,97.6500,100.7700,97.4200,100.5300,50407147
2016-02-29,96.8600,98.2300,96.6500,96.6900,35216277
2016-02-26,97.2000,98.0237,96.5800,96.9100,28991131
2016-02-25,96.0500,96.7600,95.2500,96.7600,27582659
2016-02-24,93.9800,96.3800,93.3200,96.1000,36255745
2016-02-23,96.4000,96.5000,94.5500,94.6900,31942633
2016-02-22,96.3100,96.9000,95.9200,96.8800,34280758
2016-02-19,96.0000,96.7599,95.8000,96.0400,35374173
2016-02-18,98.8400,98.8900,96.0910,96.2600,39020983
2016-02-17,96.6700,98.2100,96.1500,98.1200,44863243
2016-02-16,95.0200,96.8500,94.6100,96.6400,49057916
2016-02-12,94.1900,94.5000,93.0100,93.9900,40351381
2016-02-11,93.7900,94.7200,92.5900,93.7000,50074711
2016-02-10,95.9200,96.3500,94.1000,94.2700,42343601
2016-02-09,94.2900,95.9400,93.9300,94.9900,44331195
2016-02-08,93.1300,95.7000,93.0400,95.0100,54021375
2016-02-05,96.5200,96.9200,93.6900,94.0200,46418064
2016-02-04,95.8600,97.3300,95.1900,96.6000,46471652
2016-02-03,95.0000,96.8400,94.0800,96.3500,45964294
2016-02-02,95.4200,96.0400,94.2800,94.4800,37357215
2016-02-01,96.4700,96.7100,95.4000,96.4300,40943541
2016-01-29,94.7900,97.3400,94.3500,97.3400,64416504
2016-01-28,93.7900,94.5200,92.3900,94.0900,55678825
2016-01-27,96.0400,96.6289,93.3400,93.4200,133369674
2016-01-26,99.9300,100.8800,98.0700,99.9900,75077002
2016-01-25,101.5200,101.5300,99.2100,99.4400,51794525
2016-01-22,98.6300,101.4600,98.3700,101.4200,65800467
2016-01-21,97.0600,97.8800,94.9400,96.3000,52161463
2016-01-20,95.1000,98.1897,93.4200,96.7900,72334416
2016-01-19,98.4100,98.6500,95.5000,96.6600,53087747
2016-01-15,96.2000,97.7100,95.3600,97.1300,79833891
2016-01-14,97.9600,100.4800,95.7400,99.5200,63170127
2016-01-13,100.3200,101.1900,97.3000,97.3900,62439631
2016-01-12,100.5500,100.6900,98.8399,99.9600,49154227
2016-01-11,98.9700,99.0600,97.3400,98.5300,49739377
2016-01-08,98.5500,99.1100,96.7600,96.9600,70798016
2016-01-07,98.6800,100.1300,96.4300,96.4500,81094428
2016-01-06,100.5600,102.3700,99.8700,100.7000,68457388
2016-01-05,105.7500,105.8500,102.4100,102.7100,55790992
2016-01-04,102.6100,105.3680,102.0000,105.3500,67649387
2015-12-31,107.0100,107.0300,104.8200,105.2600,40912316
2015-12-30,108.5800,108.7000,107.1800,107.3200,25213777
2015-12-29,106.9600,109.4300,106.8600,108.7400,30931243
2015-12-28,107.5900,107.6900,106.1807,106.8200,26704210
2015-12-24,109.0000,109.0000,107.9500,108.0300,13596680
2015-12-23,107.2700,108.8500,107.2000,108.6100,32657354
2015-12-22,107.4000,107.7200,106.4510,107.2300,32789367
2015-12-21,107.2800,107.3700,105.5700,107.3300,47590610
2015-12-18,108.9100,109.5200,105.8100,106.0300,96453327
2015-12-17,112.0200,112.2500,108.9800,108.9800,44772827
2015-12-16,111.0700,111.9900,108.8000,111.3400,56238467
2015-12-15,111.9400,112.8000,110.3500,110.4900,53323105
2015-12-14,112.1800,112.6800,109.7900,112.4800,65003609
2015-12-11,115.1900,115.3900,112.8510,113.1800,46886161
2015-12-10,116.0400,116.9400,115.5100,116.1700,29212727
2015-12-09,117.6400,117.6900,115.0800,115.6200,46361357
2015-12-08,117.5200,118.6000,116.8600,118.2300,34309450
2015-12-07,118.9800,119.8600,117.8100,118.2800,32084249
2015-12-04,115.2900,119.2500,115.1100,119.0300,57776977
2015-12-03,116.5500,116.7900,114.2200,115.2000,41569509
2015-12-02,117.0500,118.1100,116.0800,116.2800,33386563
2015-12-01,118.7500,118.8100,116.8600,117.3400,34852374
2015-11-30,117.9900,119.4100,117.7500,118.3000,39180322
2015-11-27,118.2900,118.4100,117.6000,117.8100,13046445
2015-11-25,119.2100,119.2300,117.9200,118.0300,21388308
2015-11-24,117.3300,119.3500,117.1200,118.8800,42803172
2015-11-23,119.2700,119.7300,117.3400,117.7500,32482528
2015-11-20,119.2000,119.9200,118.8500,119.3000,34287096
2015-11-19,117.6400,119.7500,116.7600,118.7800,43295820
2015-11-18,115.7600,117.4900,115.5000,117.2900,46674697
2015-11-17,114.9200,115.0500,113.3200,113.6900,27583101
2015-11-16,111.3800,114.2400,111.0000,114.1750,38106701
2015-11-13,115.2000,115.5700,112.2700,112.3400,45812403
2015-11-12,116.2600,116.8200,115.6500,115.7200,32525579
2015-11-11,116.3700,117.4200,115.2100,116.1100,45217971
2015-11-10,116.9000,118.0700,116.0610,116.7700,59127931
2015-11-09,120.9600,121.8100,120.0500,120.5700,33871405
2015-11-06,121.1100,121.8100,120.6200,121.0600,33042283
2015-11-05,121.8500,122.6900,120.1800,120.9200,39552680
2015-11-04,123.1300,123.8200,121.6200,122.0000,44886050
2015-11-03,120.7900,123.4900,120.7000,122.5700,45518976
2015-11-02,119.8700,121.3600,119.6100,121.1800,32203267
2015-10-30,120.9900,121.2200,119.4500,119.5000,49365254
2015-10-29,118.7000,120.6900,118.2700,120.5300,51227334
2015-10-28,116.9300,119.3000,116.0600,119.2700,85551352
2015-10-27,115.4000,116.5400,113.9900,114.5500,69884400
2015-10-26,118.0800,118.1300,114.9200,115.2800,66333781
2015-10-23,116.7000,119.2280,116.3300,119.0800,59366914
2015-10-22,114.3300,115.5000,114.1000,115.5000,41654089
2015-10-21,114.0000,115.5800,113.7000,113.7600,42326974
2015-10-20,111.3400,114.1700,110.8200,113.7700,48967763
2015-10-19,110.8000,111.7500,110.1100,111.7300,29759153
2015-10-16,111.7800,112.0000,110.5300,111.0400,39232609
2015-10-15,110.9300,112.1000,110.4900,111.8600,37673452
2015-10-14,111.2900,111.5200,109.5600,110.2100,44462449
2015-10-13,110.8200,112.4500,110.6800,111.7900,33049256
2015-10-12,112.7300,112.7500,111.4400,111.6000,30467204
2015-10-09,110.0000,112.2800,109.4900,112.1200,52766140
2015-10-08,110.1900,110.1900,108.2100,109.5000,61979577
2015-10-07,111.7400,111.7700,109.4100,110.7800,46765550
2015-10-06,110.6300,111.7400,109.7650,111.3100,48856977
2015-10-05,109.8800,111.3698,109.0700,110.7800,52064743
2015-10-02,108.0100,111.0136,107.5500,110.3800,58019758
2015-10-01,109.0700,109.6200,107.3100,109.5800,63929100
2015-09-30,110.1700,111.5400,108.7300,109.9500,65041596
2015-09-29,112.8300,113.5100,107.8600,109.0600,73365384
2015-09-28,113.8500,114.5700,112.4400,112.4400,50782189
2015-09-25,116.4400,116.6900,114.0200,114.7100,56151926
2015-09-24,113.2500,115.5000,112.3700,115.0000,50219475
2015-09-23,113.6300,114.7200,113.3000,114.3200,35756716
2015-09-22,113.3800,114.1800,112.5201,113.4000,50346159
2015-09-21,113.6700,115.3700,113.6600,115.2100,50221965
2015-09-18,112.2100,114.3000,111.8700,113.4500,74285291
2015-09-17,115.6600,116.4900,113.7150,113.9200,64112641
2015-09-16,116.2500,116.5400,115.4400,116.4100,37173489
2015-09-15,115.9300,116.5300,114.4200,116.2800,43341155
2015-09-14,116.5800,116.8900,114.8600,115.3100,58363431
2015-09-11,111.7900,114.2100,111.7600,114.2100,49915473
2015-09-10,110.2700,113.2825,109.9000,112.5700,62892831
2015-09-09,113.7600,114.0200,109.7700,110.1500,85010804
2015-09-08,111.6500,112.5600,110.3200,112.3100,54843626
2015-09-04,108.9700,110.4500,108.5100,109.2700,49996311
2015-09-03,112.4900,112.7800,110.0400,110.3700,53233940
2015-09-02,110.0000,112.3400,109.1310,112.3400,61888812
2015-09-01,110.1800,111.8800,107.3600,107.7200,76845860
2015-08-31,112.1300,114.5300,112.0000,112.7600,56229271
2015-08-28,112.1700,113.3100,111.5400,113.2900,53164407
2015-08-27,112.2500,113.2400,110.0200,112.9200,84616056
2015-08-26,107.0850,109.8900,105.0500,109.6900,96774611
2015-08-25,111.1100,111.1100,103.5000,103.7400,103601599
2015-08-24,94.8700,108.8000,92.0000,103.1200,162206292
2015-08-21,110.4300,111.9000,105.6450,105.7600,128275471
2015-08-20,114.0800,114.3500,111.6300,112.6500,68501622
2015-08-19,116.1000,116.5200,114.6800,115.0100,48286510
2015-08-18,116.4300,117.4400,116.0100,116.5000,34560708
2015-08-17,116.0400,117.6500,115.5000,117.1600,40884745
2015-08-14,114.3200,116.3100,114.0100,115.9600,42929516
2015-08-13,116.0400,116.4000,114.5400,115.1500,48535789
2015-08-12,112.5300,115.4200,109.6300,115.2400,101685610
2015-08-11,117.8100,118.1800,113.3300,113.4900,97082814
2015-08-10,116.5300,119.9900,116.5300,119.7200,54951597
2015-08-07,114.5800,116.2500,114.5000,115.5200,38670405
2015-08-06,115.9700,116.5000,114.1150,115.1300,52903040
2015-08-05,112.9500,117.4400,112.1000,115.4000,98384461
2015-08-04,117.4200,117.7000,113.2500,114.6400,124138623
2015-08-03,121.5000,122.5700,117.5200,118.4400,69975968
2015-07-31,122.6000,122.6425,120.9100,121.3000,42884953
2015-07-30,122.3200,122.5699,121.7100,122.3700,33628268
2015-07-29,123.1500,123.5000,122.2700,122.9900,37011653
2015-07-28,123.3800,123.9100,122.5500,123.3800,33618097
2015-07-27,123.0900,123.6100,122.1200,122.7700,44455540
2015-07-24,125.3200,125.7400,123.9000,124.5000,42162332
2015-07-23,126.2000,127.0900,125.0600,125.1600,50999452
2015-07-22,121.9900,125.5000,121.9900,125.2200,115450607
2015-07-21,132.8500,132.9200,130.3200,130.7500,76756427
2015-07-20,130.9700,132.9700,130.7000,132.0700,58900203
2015-07-17,129.0800,129.6200,128.3100,129.6200,46164710
2015-07-16,127.7400,128.5700,127.3500,128.5100,36222447
2015-07-15,125.7200,127.1500,125.5800,126.8200,33649200
2015-07-14,126.0400,126.3700,125.0400,125.6100,31768139
2015-07-13,125.0300,125.7550,124.3200,125.6600,41440538
2015-07-10,121.9400,123.8500,121.2100,123.2800,61354474
2015-07-09,123.8500,124.0600,119.2200,120.0700,78595038
2015-07-08,124.4800,124.6400,122.5400,122.5700,60761614
2015-07-07,125.8900,126.1500,123.7700,125.6900,46946811
2015-07-06,124.9400,126.2300,124.8500,126.0000,28060431
2015-07-02,126.4300,126.6900,125.7700,126.4400,27210952
2015-07-01,126.9000,126.9400,125.9900,126.6000,30238811
2015-06-30,125.5700,126.1200,124.8600,125.4250,44370682
2015-06-29,125.4600,126.4700,124.4800,124.5300,49161427
2015-06-26,127.6700,127.9900,126.5100,126.7500,44066841
2015-06-25,128.8600,129.2000,127.5000,127.5000,31938100
2015-06-24,127.2100,129.8000,127.1200,128.1100,55280855
2015-06-23,127.4800,127.6100,126.8792,127.0300,30268863
2015-06-22,127.4900,128.0600,127.0800,127.6100,34039345
2015-06-19,127.7100,127.8200,126.4000,126.6000,54716887
2015-06-18,127.2300,128.3100,127.2200,127.8800,35407220
2015-06-17,127.7200,127.8800,126.7400,127.3000,32918071
2015-06-16,127.0300,127.8500,126.3700,127.6000,31494131
2015-06-15,126.1000,127.2400,125.7100,126.9200,43988946
2015-06-12,128.1850,128.3300,127.1100,127.1700,36886246
2015-06-11,129.1800,130.1800,128.4750,128.5900,35390887
2015-06-10,127.9200,129.3400,127.8500,128.8800,39087250
2015-06-09,126.7000,128.0800,125.6200,127.4200,56075420
2015-06-08,128.9000,129.2100,126.8300,127.8000,52674786
2015-06-05,129.5000,129.6900,128.3600,128.6500,35626800
2015-06-04,129.5800,130.5800,128.9100,129.3600,38450118
2015-06-03,130.6600,130.9400,129.9000,130.1200,30983542
2015-06-02,129.8600,130.6550,129.3200,129.9600,33667627
2015-06-01,131.2000,131.3900,130.0500,130.5350,32112797
2015-05-29,131.2300,131.4500,129.9000,130.2800,50884452
2015-05-28,131.8600,131.9500,131.1000,131.7800,30733309
2015-05-27,130.3400,132.2600,130.0500,132.0450,45833246
2015-05-26,132.6000,132.9100,129.1200,129.6200,70697560
2015-05-22,131.6000,132.9700,131.4000,132.5400,45595972
2015-05-21,130.0700,131.6300,129.8300,131.3900,39730364
2015-05-20,130.0000,130.9800,129.3400,130.0600,36454932
2015-05-19,130.6900,130.8800,129.6400,130.0700,44633240
2015-05-18,128.3800,130.7200,128.3600,130.1900,50882918
2015-05-15,129.0700,129.4900,128.2100,128.7700,38208034
2015-05-14,127.4100,128.9500,127.1600,128.9500,45203456
2015-05-13,126.1500,127.1900,125.8700,126.0100,34694235
2015-05-12,125.6000,126.8800,124.8200,125.8650,48160032
2015-05-11,127.3900,127.5600,125.6250,126.3200,42035757
2015-05-08,126.6800,127.6200,126.1100,127.6200,55550382
2015-05-07,124.7700,126.0800,124.0200,125.2600,43940895
2015-05-06,126.5600,126.7500,123.3600,125.0100,72141010
2015-05-05,128.1500,128.4498,125.7800,125.8000,49271416
2015-05-04,129.5000,130.5700,128.2600,128.7000,50988278
2015-05-01,126.1000,130.1300,125.3000,128.9500,58512638
2015-04-30,127.5000,127.8800,124.5800,125.1500,83195423
2015-04-29,130.1600,131.5900,128.3000,128.6400,63386083
2015-04-28,134.4550,134.5400,129.5700,130.5600,118923970
2015-04-27,132.3100,133.1300,131.1500,132.6500,96954207
2015-04-24,130.4900,130.6300,129.2300,130.2800,44525905
2015-04-23,128.3000,130.4200,128.1400,129.6700,45770902
2015-04-22,126.9900,128.8700,126.3200,128.6200,37654505
2015-04-21,128.1000,128.2000,126.6700,126.9100,32435057
2015-04-20,125.5700,128.1200,125.1700,127.6000,47054310
